slice_id,slice_type,timestamp,throughput_mbps,latency_ms,capacity_mbps,utilization,spike_label
slice-aitrain-01,AI_TRAINING,2026-09-12 07:56:04.961545+00:00,264.22,5.54,1000.0,0.2917,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:01:04.961545+00:00,348.72,5.6,1000.0,0.2922,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:06:04.961545+00:00,322.68,6.77,1000.0,0.2927,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:11:04.961545+00:00,221.53,6.47,1000.0,0.2931,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:16:04.961545+00:00,314.25,6.28,1000.0,0.2936,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:21:04.961545+00:00,236.47,6.1,1000.0,0.2941,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:26:04.961545+00:00,349.3,6.31,1000.0,0.2946,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:31:04.961545+00:00,247.71,6.29,1000.0,0.2951,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:36:04.961545+00:00,273.74,6.55,1000.0,0.2956,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:41:04.961545+00:00,324.02,5.88,1000.0,0.2961,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:46:04.961545+00:00,373.09,7.02,1000.0,0.2966,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:51:04.961545+00:00,279.03,5.28,1000.0,0.2971,
slice-aitrain-01,AI_TRAINING,2026-09-12 08:56:04.961545+00:00,376.6,6.48,1000.0,0.2977,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:01:04.961545+00:00,194.43,6.31,1000.0,0.2982,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:06:04.961545+00:00,264.61,6.47,1000.0,0.2988,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:11:04.961545+00:00,249.94,5.85,1000.0,0.2993,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:16:04.961545+00:00,324.01,6.28,1000.0,0.2998,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:21:04.961545+00:00,432.43,6.71,1000.0,0.3004,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:26:04.961545+00:00,267.03,5.58,1000.0,0.301,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:31:04.961545+00:00,89.68,6.27,1000.0,0.3015,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:36:04.961545+00:00,367.25,5.88,1000.0,0.3021,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:41:04.961545+00:00,278.57,6.75,1000.0,0.3026,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:46:04.961545+00:00,401.22,6.44,1000.0,0.3032,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:51:04.961545+00:00,313.65,6.51,1000.0,0.3038,
slice-aitrain-01,AI_TRAINING,2026-09-12 09:56:04.961545+00:00,387.75,5.72,1000.0,0.3043,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:01:04.961545+00:00,300.78,6.68,1000.0,0.3049,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:06:04.961545+00:00,295.97,5.4,1000.0,0.3055,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:11:04.961545+00:00,336.03,6.47,1000.0,0.306,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:16:04.961545+00:00,283.92,6.56,1000.0,0.3066,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:21:04.961545+00:00,372.02,5.78,1000.0,0.3072,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:26:04.961545+00:00,301.61,5.81,1000.0,0.3077,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:31:04.961545+00:00,288.25,7.15,1000.0,0.3083,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:36:04.961545+00:00,246.0,6.39,1000.0,0.3089,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:41:04.961545+00:00,272.18,5.91,1000.0,0.3094,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:46:04.961545+00:00,305.06,6.2,1000.0,0.31,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:51:04.961545+00:00,247.85,6.38,1000.0,0.3105,
slice-aitrain-01,AI_TRAINING,2026-09-12 10:56:04.961545+00:00,439.43,6.77,1000.0,0.311,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:01:04.961545+00:00,298.93,5.93,1000.0,0.3116,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:06:04.961545+00:00,335.7,6.43,1000.0,0.3121,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:11:04.961545+00:00,311.25,6.56,1000.0,0.3126,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:16:04.961545+00:00,291.53,6.7,1000.0,0.3131,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:21:04.961545+00:00,265.07,6.72,1000.0,0.3136,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:26:04.961545+00:00,350.2,6.52,1000.0,0.3141,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:31:04.961545+00:00,286.38,6.37,1000.0,0.3146,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:36:04.961545+00:00,252.47,6.14,1000.0,0.3151,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:41:04.961545+00:00,261.09,7.29,1000.0,0.3156,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:46:04.961545+00:00,419.11,6.4,1000.0,0.316,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:51:04.961545+00:00,305.03,6.06,1000.0,0.3165,
slice-aitrain-01,AI_TRAINING,2026-09-12 11:56:04.961545+00:00,345.53,6.24,1000.0,0.3169,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:01:04.961545+00:00,338.11,5.82,1000.0,0.3173,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:06:04.961545+00:00,452.73,6.49,1000.0,0.3177,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:11:04.961545+00:00,295.02,5.75,1000.0,0.3181,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:16:04.961545+00:00,368.12,6.44,1000.0,0.3185,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:21:04.961545+00:00,218.88,6.86,1000.0,0.3189,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:26:04.961545+00:00,392.41,6.24,1000.0,0.3192,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:31:04.961545+00:00,315.6,6.68,1000.0,0.3196,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:36:04.961545+00:00,360.1,6.22,1000.0,0.3199,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:41:04.961545+00:00,313.78,7.03,1000.0,0.3202,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:46:04.961545+00:00,375.35,6.5,1000.0,0.3205,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:51:04.961545+00:00,233.3,6.12,1000.0,0.3208,
slice-aitrain-01,AI_TRAINING,2026-09-12 12:56:04.961545+00:00,356.18,6.52,1000.0,0.3211,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:01:04.961545+00:00,300.48,6.57,1000.0,0.3213,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:06:04.961545+00:00,317.11,6.14,1000.0,0.3215,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:11:04.961545+00:00,219.0,5.94,1000.0,0.3217,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:16:04.961545+00:00,342.45,6.99,1000.0,0.3219,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:21:04.961545+00:00,323.86,5.73,1000.0,0.3221,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:26:04.961545+00:00,299.48,7.03,1000.0,0.3223,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:31:04.961545+00:00,358.55,6.59,1000.0,0.3224,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:36:04.961545+00:00,355.04,6.41,1000.0,0.3226,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:41:04.961545+00:00,298.75,6.48,1000.0,0.3227,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:46:04.961545+00:00,325.52,6.83,1000.0,0.3228,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:51:04.961545+00:00,257.66,6.23,1000.0,0.3228,
slice-aitrain-01,AI_TRAINING,2026-09-12 13:56:04.961545+00:00,426.81,6.33,1000.0,0.3229,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:01:04.961545+00:00,328.45,6.51,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:06:04.961545+00:00,324.3,6.0,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:11:04.961545+00:00,266.31,6.06,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:16:04.961545+00:00,401.3,6.49,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:21:04.961545+00:00,332.0,6.37,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:26:04.961545+00:00,253.53,6.77,1000.0,0.323,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:31:04.961545+00:00,312.62,7.33,1000.0,0.3229,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:36:04.961545+00:00,293.61,6.12,1000.0,0.3228,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:41:04.961545+00:00,472.84,6.33,1000.0,0.3228,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:46:04.961545+00:00,343.3,6.01,1000.0,0.3227,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:51:04.961545+00:00,340.48,6.1,1000.0,0.3226,
slice-aitrain-01,AI_TRAINING,2026-09-12 14:56:04.961545+00:00,452.67,6.01,1000.0,0.3225,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:01:04.961545+00:00,331.12,6.38,1000.0,0.3224,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:06:04.961545+00:00,330.19,6.34,1000.0,0.3222,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:11:04.961545+00:00,259.05,6.18,1000.0,0.3221,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:16:04.961545+00:00,287.35,6.74,1000.0,0.3219,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:21:04.961545+00:00,305.91,6.64,1000.0,0.3218,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:26:04.961545+00:00,257.49,6.38,1000.0,0.3216,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:31:04.961545+00:00,305.98,6.26,1000.0,0.3214,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:36:04.961545+00:00,397.45,6.6,1000.0,0.3212,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:41:04.961545+00:00,361.86,7.39,1000.0,0.321,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:46:04.961545+00:00,312.36,6.53,1000.0,0.3208,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:51:04.961545+00:00,350.2,6.13,1000.0,0.3206,
slice-aitrain-01,AI_TRAINING,2026-09-12 15:56:04.961545+00:00,186.82,6.69,1000.0,0.3204,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:01:04.961545+00:00,434.44,6.19,1000.0,0.3202,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:06:04.961545+00:00,375.44,5.83,1000.0,0.32,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:11:04.961545+00:00,375.84,6.88,1000.0,0.3198,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:16:04.961545+00:00,295.24,6.35,1000.0,0.3196,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:21:04.961545+00:00,339.93,6.54,1000.0,0.3194,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:26:04.961545+00:00,408.4,6.66,1000.0,0.3191,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:31:04.961545+00:00,273.56,6.8,1000.0,0.3189,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:36:04.961545+00:00,235.23,6.2,1000.0,0.3187,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:41:04.961545+00:00,361.55,6.05,1000.0,0.3185,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:46:04.961545+00:00,334.22,6.68,1000.0,0.3183,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:51:04.961545+00:00,338.79,6.16,1000.0,0.3181,
slice-aitrain-01,AI_TRAINING,2026-09-12 16:56:04.961545+00:00,285.25,6.59,1000.0,0.3179,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:01:04.961545+00:00,357.0,6.1,1000.0,0.3177,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:06:04.961545+00:00,377.37,5.87,1000.0,0.3175,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:11:04.961545+00:00,357.1,6.19,1000.0,0.3173,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:16:04.961545+00:00,399.35,6.57,1000.0,0.3171,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:21:04.961545+00:00,223.3,6.76,1000.0,0.3169,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:26:04.961545+00:00,280.29,6.86,1000.0,0.3168,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:31:04.961545+00:00,412.86,6.44,1000.0,0.3166,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:36:04.961545+00:00,400.33,6.54,1000.0,0.3164,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:41:04.961545+00:00,446.7,6.51,1000.0,0.3163,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:46:04.961545+00:00,244.54,6.55,1000.0,0.3161,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:51:04.961545+00:00,352.81,6.19,1000.0,0.316,
slice-aitrain-01,AI_TRAINING,2026-09-12 17:56:04.961545+00:00,326.97,5.87,1000.0,0.3159,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:01:04.961545+00:00,320.92,5.75,1000.0,0.3157,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:06:04.961545+00:00,319.2,6.6,1000.0,0.3156,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:11:04.961545+00:00,213.97,6.49,1000.0,0.3155,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:16:04.961545+00:00,344.38,6.48,1000.0,0.3154,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:21:04.961545+00:00,364.62,6.42,1000.0,0.3152,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:26:04.961545+00:00,392.17,6.43,1000.0,0.3151,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:31:04.961545+00:00,285.63,6.52,1000.0,0.315,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:36:04.961545+00:00,210.41,6.83,1000.0,0.3149,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:41:04.961545+00:00,463.57,6.31,1000.0,0.3148,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:46:04.961545+00:00,268.12,6.76,1000.0,0.3147,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:51:04.961545+00:00,317.58,6.35,1000.0,0.3146,
slice-aitrain-01,AI_TRAINING,2026-09-12 18:56:04.961545+00:00,343.37,6.2,1000.0,0.3145,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:01:04.961545+00:00,288.23,5.9,1000.0,0.3144,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:06:04.961545+00:00,298.93,6.07,1000.0,0.3143,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:11:04.961545+00:00,301.52,6.37,1000.0,0.3142,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:16:04.961545+00:00,324.91,6.11,1000.0,0.3141,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:21:04.961545+00:00,305.84,5.91,1000.0,0.314,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:26:04.961545+00:00,316.48,6.85,1000.0,0.3139,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:31:04.961545+00:00,224.08,5.96,1000.0,0.3138,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:36:04.961545+00:00,332.16,6.03,1000.0,0.3136,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:41:04.961545+00:00,297.24,6.4,1000.0,0.3135,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:46:04.961545+00:00,265.17,5.84,1000.0,0.3133,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:51:04.961545+00:00,393.12,5.96,1000.0,0.3132,
slice-aitrain-01,AI_TRAINING,2026-09-12 19:56:04.961545+00:00,408.41,6.49,1000.0,0.313,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:01:04.961545+00:00,291.24,6.31,1000.0,0.3128,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:06:04.961545+00:00,390.93,6.11,1000.0,0.3127,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:11:04.961545+00:00,207.61,6.44,1000.0,0.3125,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:16:04.961545+00:00,257.71,7.2,1000.0,0.3122,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:21:04.961545+00:00,351.17,6.66,1000.0,0.312,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:26:04.961545+00:00,210.52,6.27,1000.0,0.3118,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:31:04.961545+00:00,396.46,7.03,1000.0,0.3115,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:36:04.961545+00:00,263.11,6.54,1000.0,0.3112,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:41:04.961545+00:00,286.0,6.07,1000.0,0.311,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:46:04.961545+00:00,157.56,6.5,1000.0,0.3107,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:51:04.961545+00:00,284.99,6.31,1000.0,0.3103,
slice-aitrain-01,AI_TRAINING,2026-09-12 20:56:04.961545+00:00,319.43,6.2,1000.0,0.31,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:01:04.961545+00:00,468.74,5.85,1000.0,0.3097,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:06:04.961545+00:00,329.7,5.97,1000.0,0.3093,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:11:04.961545+00:00,388.31,6.27,1000.0,0.3089,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:16:04.961545+00:00,299.64,6.16,1000.0,0.3085,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:21:04.961545+00:00,372.95,6.6,1000.0,0.3081,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:26:04.961545+00:00,380.98,6.78,1000.0,0.3077,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:31:04.961545+00:00,282.0,6.27,1000.0,0.3072,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:36:04.961545+00:00,370.67,5.47,1000.0,0.3068,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:41:04.961545+00:00,306.69,6.52,1000.0,0.3063,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:46:04.961545+00:00,327.06,6.83,1000.0,0.3058,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:51:04.961545+00:00,218.13,5.91,1000.0,0.3053,
slice-aitrain-01,AI_TRAINING,2026-09-12 21:56:04.961545+00:00,364.93,5.96,1000.0,0.3048,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:01:04.961545+00:00,289.77,6.16,1000.0,0.3043,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:06:04.961545+00:00,328.81,6.14,1000.0,0.3037,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:11:04.961545+00:00,325.64,6.4,1000.0,0.3032,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:16:04.961545+00:00,297.38,6.23,1000.0,0.3026,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:21:04.961545+00:00,312.04,6.41,1000.0,0.302,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:26:04.961545+00:00,331.69,5.6,1000.0,0.3015,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:31:04.961545+00:00,273.0,6.11,1000.0,0.3009,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:36:04.961545+00:00,340.38,6.33,1000.0,0.3003,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:41:04.961545+00:00,344.22,5.89,1000.0,0.2997,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:46:04.961545+00:00,321.92,6.12,1000.0,0.2991,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:51:04.961545+00:00,434.02,6.85,1000.0,0.2985,
slice-aitrain-01,AI_TRAINING,2026-09-12 22:56:04.961545+00:00,396.19,6.59,1000.0,0.2979,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:01:04.961545+00:00,345.96,6.51,1000.0,0.2973,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:06:04.961545+00:00,329.75,5.93,1000.0,0.2967,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:11:04.961545+00:00,280.95,5.97,1000.0,0.2961,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:16:04.961545+00:00,258.97,6.01,1000.0,0.2955,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:21:04.961545+00:00,247.54,5.75,1000.0,0.2949,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:26:04.961545+00:00,224.94,6.39,1000.0,0.2943,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:31:04.961545+00:00,219.61,5.71,1000.0,0.2937,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:36:04.961545+00:00,353.14,6.02,1000.0,0.2931,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:41:04.961545+00:00,219.95,5.88,1000.0,0.2926,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:46:04.961545+00:00,262.65,5.93,1000.0,0.292,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:51:04.961545+00:00,258.62,5.94,1000.0,0.2914,
slice-aitrain-01,AI_TRAINING,2026-09-12 23:56:04.961545+00:00,277.35,6.49,1000.0,0.2909,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:01:04.961545+00:00,184.06,6.2,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:06:04.961545+00:00,302.92,5.78,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:11:04.961545+00:00,372.94,5.68,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:16:04.961545+00:00,241.66,5.77,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:21:04.961545+00:00,284.87,5.92,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:26:04.961545+00:00,310.38,5.61,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:31:04.961545+00:00,348.8,5.3,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:36:04.961545+00:00,239.79,6.35,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:41:04.961545+00:00,382.4,5.81,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:46:04.961545+00:00,247.44,6.72,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:51:04.961545+00:00,236.7,5.83,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 00:56:04.961545+00:00,360.89,5.67,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:01:04.961545+00:00,254.75,6.26,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:06:04.961545+00:00,305.5,6.25,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:11:04.961545+00:00,268.93,6.18,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:16:04.961545+00:00,236.78,5.74,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:21:04.961545+00:00,131.96,6.29,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:26:04.961545+00:00,240.7,5.31,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:31:04.961545+00:00,376.02,6.16,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:36:04.961545+00:00,290.78,5.89,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:41:04.961545+00:00,345.15,6.71,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:46:04.961545+00:00,314.62,5.65,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:51:04.961545+00:00,340.84,5.54,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-13 01:56:04.961545+00:00,198.62,5.9,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:01:04.961545+00:00,292.43,5.64,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:06:04.961545+00:00,255.0,5.46,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:11:04.961545+00:00,322.22,6.91,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:16:04.961545+00:00,329.06,5.08,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:21:04.961545+00:00,330.52,5.24,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:26:04.961545+00:00,287.14,6.72,1000.0,0.2782,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:31:04.961545+00:00,303.42,6.06,1000.0,0.2782,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:36:04.961545+00:00,218.73,6.29,1000.0,0.2783,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:41:04.961545+00:00,159.72,6.29,1000.0,0.2783,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:46:04.961545+00:00,281.48,6.79,1000.0,0.2784,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:51:04.961545+00:00,204.2,6.29,1000.0,0.2784,
slice-aitrain-01,AI_TRAINING,2026-09-13 02:56:04.961545+00:00,298.88,6.41,1000.0,0.2785,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:01:04.961545+00:00,324.08,5.5,1000.0,0.2785,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:06:04.961545+00:00,284.53,6.03,1000.0,0.2786,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:11:04.961545+00:00,321.87,6.1,1000.0,0.2787,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:16:04.961545+00:00,247.86,5.79,1000.0,0.2787,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:21:04.961545+00:00,425.48,5.89,1000.0,0.2788,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:26:04.961545+00:00,340.83,5.39,1000.0,0.2789,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:31:04.961545+00:00,222.99,5.55,1000.0,0.279,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:36:04.961545+00:00,382.12,5.38,1000.0,0.279,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:41:04.961545+00:00,231.75,5.94,1000.0,0.2791,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:46:04.961545+00:00,307.55,5.74,1000.0,0.2792,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:51:04.961545+00:00,246.35,5.88,1000.0,0.2793,
slice-aitrain-01,AI_TRAINING,2026-09-13 03:56:04.961545+00:00,314.5,5.83,1000.0,0.2794,
